 ,Area,StdDev,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Slice
66,23,7.730,354,377,761.022,397.196,761.015,397.175,17.556,5.537,5.289,69.634,32
67,31,7.564,254,283,365.758,590.242,365.741,590.262,19.556,7.086,5.570,175.419,32
68,74,23.465,292,381,768.216,372.635,768.137,372.751,30.971,10.231,9.209,81.229,33
69,114,29.613,286,409,771.912,395.895,771.737,395.679,51.355,18.827,7.710,113.614,33
70,26,7.677,376,402,757.192,396.538,757.208,396.526,17.899,6.311,5.245,157.462,33
71,36,8.517,266,298,372.417,594.417,372.390,594.418,21.556,8.616,5.320,135.000,33
72,82,30.023,323,433,770.341,381.890,770.166,381.971,34.385,12.624,8.271,11.150,34
73,18,5.707,400,417,757.333,393.778,757.346,393.779,14.728,5.289,4.334,148.414,34
74,102,31.937,305,426,770.353,401.735,770.204,401.582,36.870,12.619,10.292,115.883,34
75,44,8.575,252,284,376.568,606.068,376.521,606.072,25.213,9.555,5.863,35.208,34
76,69,29.314,308,420,771.964,380.819,771.800,380.866,30.385,10.768,8.158,173.104,35
77,25,8.653,379,409,755.100,385.540,755.122,385.553,17.314,6.042,5.268,10.870,35
78,104,25.283,355,449,766.087,398.788,765.994,398.689,37.456,12.545,10.555,133.853,35
79,27,9.141,246,276,378.648,601.019,378.586,601.031,20.142,7.744,4.439,22.358,35
80,72,29.847,288,396,772.778,374.792,772.559,374.912,33.213,11.791,7.775,20.708,36
81,9,5.570,415,431,759.500,387.500,759.509,387.503,9.657,3.385,3.385,0.000,36
82,133,33.088,348,468,769.079,397.109,768.927,396.959,42.284,13.863,12.215,112.998,36
83,18,5.412,270,288,376.722,604.000,376.701,603.996,14.485,5.282,4.339,0.000,36
84,67,30.865,298,415,770.590,378.216,770.274,378.257,37.556,15.771,5.409,1.843,37
85,115,26.808,379,474,765.813,397.430,765.714,397.316,39.456,12.774,11.463,106.967,37
86,55,21.871,268,353,766.809,375.464,766.692,375.577,30.971,10.597,6.608,34.149,38
87,46,13.336,304,348,771.870,395.674,771.824,395.642,25.556,9.491,6.171,86.637,38
88,26,11.190,298,337,762.192,372.885,762.174,372.931,18.728,6.425,5.153,34.259,39
89,22,12.048,301,340,772.045,389.182,772.013,389.125,22.142,8.324,3.365,104.409,39
90,9,2.000,381,387,760.833,390.611,760.834,390.609,9.899,3.919,2.924,20.301,40
91,40,14.359,315,364,762.175,407.000,762.183,406.915,24.142,9.330,5.459,68.076,41
92,9,4.387,370,382,83.833,792.389,83.835,792.396,9.899,3.919,2.924,159.699,42
93,6,6.861,239,259,48.667,802.333,48.682,802.333,8.485,3.140,2.433,45.000,42
94,22,9.389,314,347,768.455,383.727,768.431,383.751,16.728,5.937,4.718,93.698,43
95,6,3.937,312,323,96.500,784.000,96.496,784.004,7.657,3.385,2.257,0.000,43
96,7,5.219,289,305,63.500,790.214,63.510,790.219,9.071,3.086,2.888,0.000,43
97,1,0.000,347,347,114.500,799.500,114.500,799.500,2.828,1.128,1.128,0.000,43
98,14,3.857,430,441,87.000,815.000,87.000,814.999,12.485,4.849,3.676,135.000,43
99,4,3.266,337,345,762.000,383.000,761.997,383.003,5.657,2.257,2.257,0.000,44
100,5,6.403,255,271,73.100,780.300,73.105,780.316,7.657,3.144,2.025,108.435,44
101,31,16.027,282,339,107.565,784.403,107.543,784.455,20.142,6.974,5.659,85.150,44
102,23,13.629,302,351,57.065,810.717,57.104,810.734,17.556,6.008,4.874,128.463,44
103,4,3.317,341,349,762.500,381.750,762.496,381.753,7.071,2.734,1.863,0.000,45
104,21,14.016,275,319,118.500,790.500,118.470,790.538,15.314,5.171,5.171,0.000,45
105,52,20.498,346,425,70.500,797.000,70.511,797.036,26.385,9.612,6.888,63.819,45
106,10,5.497,347,362,117.500,808.000,117.492,808.000,10.485,4.444,2.865,116.565,45
107,43,18.372,306,375,102.360,787.081,102.362,787.149,23.556,8.618,6.353,119.012,46
108,29,13.719,324,374,80.362,790.397,80.377,790.430,19.556,6.479,5.699,98.350,46
109,38,11.715,389,431,79.395,814.289,79.409,814.291,21.556,7.411,6.529,144.057,46
110,9,6.819,251,270,132.389,815.833,132.372,815.832,10.485,3.919,2.924,110.301,46
111,24,9.896,313,348,70.167,839.625,70.196,839.610,16.728,6.111,5.001,19.605,46
112,39,20.544,292,364,93.372,783.372,93.366,783.429,21.556,7.379,6.729,134.998,47
113,3,4.509,246,255,50.167,805.167,50.173,805.166,5.657,2.365,1.615,45.000,47
114,44,12.653,343,388,65.318,810.659,65.330,810.662,24.142,8.089,6.926,92.632,47
115,13,7.718,229,254,134.500,818.192,134.484,818.198,13.071,5.067,3.267,90.000,47
116,14,4.899,351,367,77.214,826.000,77.222,825.994,12.485,4.264,4.181,90.000,47
117,42,24.323,273,364,66.690,790.429,66.734,790.498,22.728,7.502,7.129,122.178,48
118,44,12.190,338,386,97.614,795.295,97.617,795.329,22.971,7.850,7.137,120.257,48
119,5,3.536,303,312,115.700,799.900,115.695,799.901,7.657,3.144,2.025,161.565,48
120,40,17.350,329,390,65.700,809.700,65.743,809.715,22.142,7.686,6.626,134.999,48
121,30,12.917,327,376,115.300,823.933,115.277,823.919,19.314,6.890,5.544,127.323,48
122,16,7.657,306,330,70.500,836.000,70.512,835.990,13.314,4.963,4.105,0.000,48
123,15,5.257,311,327,87.633,844.033,87.636,844.022,13.314,4.640,4.116,14.036,48
124,24,11.780,289,328,85.208,785.500,85.211,785.533,17.314,5.735,5.329,0.000,49
125,56,20.087,264,340,114.071,787.482,114.046,787.547,26.971,9.160,7.784,123.968,49
126,55,22.249,303,387,61.027,804.718,61.084,804.727,26.142,8.526,8.214,160.813,49
127,55,26.376,246,346,51.136,824.609,51.291,824.648,26.971,10.674,6.561,155.294,49
128,49,16.947,320,385,112.847,828.071,112.808,828.043,24.971,8.557,7.291,132.762,49
129,17,9.638,242,274,57.853,837.971,57.874,837.949,14.485,4.954,4.369,168.690,49
130,22,10.993,235,271,83.591,781.591,83.600,781.631,15.899,5.554,5.043,134.999,50
131,69,24.367,286,371,119.268,802.457,119.192,802.505,29.799,9.827,8.940,56.491,50
132,62,19.909,328,406,63.548,818.548,63.572,818.566,29.213,8.941,8.829,127.729,50
133,11,7.656,234,256,48.591,824.864,48.612,824.872,11.071,4.384,3.195,105.071,50
134,43,15.006,332,383,96.942,830.267,96.934,830.251,23.799,7.540,7.261,37.646,50
135,7,6.403,250,267,52.500,833.214,52.515,833.207,9.071,3.086,2.888,0.000,50
136,19,8.804,244,274,60.500,841.289,60.517,841.268,15.314,5.207,4.646,0.000,50
137,31,13.592,238,285,114.048,789.919,114.017,789.971,19.314,6.461,6.109,149.036,51
138,33,13.464,272,320,66.197,802.288,66.284,802.309,22.142,8.995,4.671,167.927,51
139,79,27.723,311,419,114.323,805.424,114.269,805.445,31.799,11.232,8.955,161.576,51
140,37,9.656,333,365,78.878,806.257,78.868,806.264,21.556,7.095,6.640,138.640,51
141,72,21.019,275,356,58.778,821.944,58.859,821.935,30.627,9.947,9.216,117.220,51
142,27,10.323,233,266,110.833,851.204,110.802,851.163,18.142,6.620,5.193,131.473,51
143,75,24.300,273,363,107.313,792.713,107.299,792.791,30.627,11.075,8.622,115.395,52
144,46,12.889,314,360,83.435,801.913,83.431,801.934,24.971,8.494,6.896,19.749,52
145,14,5.844,295,314,69.357,806.571,69.375,806.578,13.071,5.443,3.275,172.839,52
146,16,7.594,216,240,126.875,808.250,126.850,808.252,13.899,4.841,4.208,104.872,52
147,62,19.446,291,363,65.387,821.903,65.445,821.900,27.556,9.462,8.343,164.747,52
148,16,5.585,271,290,92.000,840.000,92.002,839.989,13.657,4.514,4.514,0.000,52
149,52,14.723,212,265,62.462,846.769,62.528,846.719,25.799,8.551,7.743,12.745,52
150,66,18.555,258,331,113.076,793.970,113.030,794.046,28.971,10.125,8.300,89.245,53
151,25,7.988,261,290,76.260,796.540,76.284,796.547,17.314,6.416,4.962,27.031,53
152,48,11.736,313,353,96.375,800.479,96.398,800.495,26.627,9.940,6.149,145.676,53
153,17,5.905,224,244,127.088,807.618,127.071,807.614,13.899,5.229,4.140,105.172,53
154,62,15.482,285,344,71.452,837.435,71.489,837.446,28.385,9.971,7.917,127.600,53
155,9,4.275,253,265,84.500,851.500,84.499,851.488,9.657,3.385,3.385,0.000,53
156,22,5.816,292,311,108.591,796.591,108.587,796.607,15.899,5.554,5.043,134.999,54
157,41,10.952,244,284,122.012,798.476,121.954,798.491,23.799,8.055,6.481,137.467,54
158,19,5.058,279,295,88.658,800.342,88.674,800.353,14.728,5.301,4.564,135.000,54
159,2,1.414,210,212,132.500,809.000,132.500,808.998,4.828,2.257,1.128,90.000,54
160,12,2.598,275,282,86.167,841.250,86.171,841.246,11.899,4.164,3.669,160.195,54
161,44,12.651,203,250,66.455,849.182,66.528,849.103,24.971,9.254,6.054,51.582,54
162,4,3.464,214,220,85.000,858.000,85.000,857.993,5.657,2.257,2.257,0.000,54
163,37,12.235,231,274,78.203,789.041,78.242,789.135,24.142,10.044,4.690,116.142,55
164,29,7.148,265,290,74.362,804.741,74.381,804.745,19.556,6.623,5.575,147.405,55
165,45,13.897,216,268,131.678,816.056,131.598,816.082,23.556,8.161,7.021,83.677,55
166,18,3.236,274,285,119.000,818.278,119.003,818.278,14.485,5.282,4.339,90.000,55
167,14,2.431,288,295,86.571,837.500,86.569,837.498,14.142,5.016,3.554,38.143,55
168,63,16.263,244,304,68.468,842.452,68.529,842.420,28.385,9.646,8.316,126.829,55
169,83,17.247,261,327,92.645,789.741,92.634,789.810,34.042,12.691,8.327,45.286,56
170,45,9.409,255,292,121.144,810.211,121.127,810.227,24.728,9.449,6.064,95.834,56
171,22,3.879,290,303,80.000,828.500,79.998,828.506,16.728,6.176,4.535,0.000,56
172,55,15.489,247,304,65.518,838.300,65.611,838.297,26.971,9.791,7.152,154.881,56
173,9,5.220,217,231,82.500,853.500,82.502,853.483,9.657,3.385,3.385,0.000,56
174,68,15.649,246,305,85.015,789.618,85.033,789.658,31.456,11.497,7.531,23.742,57
175,51,9.013,243,280,66.422,837.892,66.456,837.847,26.971,10.249,6.336,75.688,57
176,29,6.384,205,227,77.362,855.224,77.365,855.194,20.142,7.384,5.000,160.326,57
177,2,4.243,254,260,96.500,789.000,96.500,789.006,4.828,2.257,1.128,90.000,58
178,31,7.413,278,303,95.210,796.210,95.220,796.217,19.314,6.387,6.179,45.004,58
179,25,6.392,246,267,63.180,833.060,63.205,833.044,18.728,6.964,4.571,70.045,59
180,36,5.516,270,290,94.056,799.667,94.069,799.676,21.556,8.199,5.591,169.043,60
181,21,4.685,246,262,117.500,804.548,117.477,804.541,18.142,7.155,3.737,142.313,60
182,27,4.309,244,258,66.944,835.944,66.956,835.936,20.971,8.214,4.185,122.744,61
183,15,2.783,256,266,71.300,814.233,71.310,814.233,15.314,5.977,3.195,27.198,62
184,2,3.536,227,232,68.500,800.000,68.500,800.005,4.828,2.257,1.128,90.000,63
185,17,3.742,245,257,69.853,813.088,69.865,813.078,14.728,6.042,3.583,26.591,63
