 ,Area,StdDev,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Slice
161,1,0.000,479,479,360.500,615.500,360.500,615.500,2.828,1.128,1.128,0.000,45
162,33,24.751,402,494,436.076,631.076,436.014,631.030,19.899,6.707,6.264,134.998,45
163,39,20.293,519,598,377.756,631.936,377.799,631.912,22.142,8.056,6.164,175.139,45
164,21,16.343,494,547,391.690,640.548,391.691,640.513,15.899,5.621,4.756,126.136,45
165,15,11.319,393,433,415.033,650.367,415.026,650.341,13.314,4.640,4.116,104.036,45
166,41,23.012,487,572,388.622,561.939,388.646,561.990,22.728,8.197,6.368,173.562,46
167,4,5.123,632,643,396.000,574.000,396.001,574.003,5.657,2.257,2.257,0.000,46
168,38,25.910,458,545,436.289,580.842,436.230,580.876,22.142,7.314,6.615,116.915,46
169,195,44.710,746,935,406.413,593.392,406.401,593.512,57.598,17.450,14.228,101.659,46
170,40,16.664,676,740,400.425,619.225,400.417,619.202,22.142,7.264,7.011,62.103,46
171,60,27.533,579,679,425.717,620.167,425.675,620.136,27.799,9.110,8.386,38.545,46
172,11,8.970,495,523,361.045,620.682,361.061,620.684,11.899,4.507,3.107,138.972,46
173,4,4.646,613,624,386.500,626.250,386.503,626.248,7.071,2.734,1.863,0.000,46
174,3,8.544,462,479,361.167,628.167,361.173,628.161,5.657,2.365,1.615,45.000,46
175,46,24.501,449,539,421.109,641.261,421.061,641.202,24.142,8.189,7.152,1.603,46
176,37,24.849,405,495,379.959,645.581,379.965,645.500,21.899,8.011,5.881,118.810,46
177,4,3.873,372,381,1168.750,264.500,1168.750,264.506,7.657,2.734,1.863,90.000,47
178,65,27.431,678,783,397.392,580.700,397.397,580.746,28.385,9.364,8.838,145.310,47
179,62,29.555,493,603,434.194,585.565,434.116,585.595,28.385,9.404,8.395,119.416,47
180,12,9.944,582,616,369.500,591.000,369.510,591.008,11.657,4.514,3.385,90.000,47
181,43,18.582,710,776,382.453,597.686,382.485,597.700,22.971,7.901,6.929,154.779,47
182,173,64.548,805,1051,402.535,602.841,402.679,602.838,56.527,17.356,12.692,0.513,47
183,53,32.882,667,786,421.519,603.085,421.446,603.087,26.385,8.479,7.959,154.214,47
184,38,21.181,484,562,358.447,611.105,358.497,611.115,22.971,8.221,5.885,107.321,47
185,33,15.375,583,638,372.045,618.924,372.085,618.908,20.971,7.648,5.494,3.449,47
186,56,32.195,460,579,435.000,623.214,434.908,623.169,26.142,8.465,8.423,0.000,47
187,71,30.359,530,658,399.472,638.570,399.494,638.506,32.042,11.269,8.022,33.454,47
188,15,3.942,522,536,617.233,782.433,617.229,782.427,13.314,5.235,3.648,117.549,47
189,15,5.692,474,495,595.700,787.167,595.708,787.158,13.899,4.819,3.963,64.714,47
190,3,7.211,411,425,596.167,798.167,596.171,798.160,5.657,2.365,1.615,45.000,47
191,55,28.799,445,552,433.645,577.155,433.560,577.188,26.971,9.973,7.022,150.245,48
192,69,34.087,668,795,411.370,581.848,411.344,581.907,29.213,9.915,8.860,110.260,48
193,54,27.241,718,811,392.870,586.444,392.879,586.501,26.385,9.111,7.546,61.241,48
194,261,47.360,791,1015,394.259,605.121,394.335,605.141,69.012,18.606,17.861,169.137,48
195,21,13.067,629,670,373.500,596.500,373.522,596.506,15.314,5.171,5.171,0.000,48
196,74,31.168,706,823,416.027,599.149,415.968,599.142,30.627,10.235,9.206,128.110,48
197,31,20.290,449,518,355.952,613.210,356.007,613.211,19.314,6.870,5.745,136.313,48
198,97,49.485,541,723,374.459,622.603,374.636,622.401,39.698,14.794,8.348,50.845,48
199,51,24.400,476,562,435.225,621.049,435.150,621.028,25.556,8.663,7.496,40.534,48
200,10,7.642,627,646,420.000,621.300,419.990,621.297,10.485,4.111,3.097,2.596E-14,48
201,100,46.605,516,697,413.730,634.320,413.569,634.110,39.456,15.872,8.022,131.420,48
202,36,13.347,502,551,610.250,790.972,610.243,790.939,21.556,8.603,5.328,118.330,48
203,7,7.323,418,439,590.500,792.786,590.509,792.779,9.071,3.086,2.888,0.000,48
204,73,31.997,512,636,423.555,573.664,423.482,573.745,29.799,10.035,9.262,79.247,49
205,70,33.429,720,842,402.986,583.786,402.957,583.850,30.385,10.042,8.876,75.674,49
206,38,28.554,735,842,391.763,587.789,391.789,587.848,22.142,8.241,5.871,106.429,49
207,269,44.011,776,972,389.738,606.463,389.811,606.452,75.255,18.771,18.246,1.472,49
208,103,35.384,687,844,417.626,603.413,417.544,603.420,42.284,15.399,8.517,17.401,49
209,30,20.878,477,546,357.533,617.233,357.578,617.225,19.314,7.355,5.193,105.290,49
210,77,40.624,537,688,369.396,624.825,369.479,624.709,31.799,10.486,9.350,76.264,49
211,76,34.451,514,638,431.145,623.974,431.052,623.937,31.799,10.980,8.813,54.226,49
212,103,43.336,541,716,414.937,633.704,414.882,633.554,37.799,13.747,9.540,111.120,49
213,8,1.832,542,547,610.500,782.000,610.500,782.000,10.485,3.489,2.919,90.000,49
214,14,11.440,370,404,586.857,794.714,586.875,794.695,13.314,4.746,3.756,114.358,49
215,10,5.613,492,509,608.300,793.800,608.307,793.794,11.899,4.875,2.612,6.842,49
216,66,33.877,448,572,422.682,567.106,422.598,567.211,29.213,9.551,8.799,28.279,50
217,33,23.567,722,799,403.864,583.258,403.865,583.308,20.728,6.944,6.051,85.142,50
218,66,31.021,697,805,414.076,586.788,414.011,586.832,30.042,9.454,8.888,126.171,50
219,41,20.070,826,897,400.012,593.500,399.995,593.537,24.142,8.441,6.184,49.965,50
220,210,41.391,791,958,393.495,604.010,393.567,604.007,60.426,25.357,10.545,143.221,50
221,15,10.194,644,675,372.900,600.567,372.913,600.569,13.314,4.973,3.841,99.462,50
222,76,30.666,705,825,418.539,603.039,418.465,603.028,31.213,10.110,9.571,147.597,50
223,13,12.419,692,733,416.500,614.808,416.496,614.788,13.071,5.067,3.267,90.000,50
224,81,41.640,491,649,432.093,620.957,431.966,620.836,33.213,11.722,8.798,116.791,50
225,24,6.389,637,657,375.500,621.375,375.505,621.370,17.314,6.080,5.026,120.836,50
226,115,49.357,482,666,364.683,631.074,364.811,630.895,39.456,14.159,10.341,73.640,50
227,105,26.881,512,610,409.033,643.319,409.005,643.251,40.042,16.028,8.341,15.283,50
228,15,4.453,547,561,618.567,776.767,618.562,776.770,13.314,5.235,3.648,152.451,50
229,42,15.073,518,567,617.238,789.405,617.232,789.363,22.971,7.551,7.082,99.323,50
230,8,5.027,433,445,596.125,796.750,596.129,796.745,9.899,4.044,2.519,160.670,50
231,81,34.437,525,651,410.031,568.377,409.994,568.506,32.971,11.254,9.164,91.378,51
232,54,23.278,662,751,391.519,577.500,391.522,577.556,26.627,8.757,7.851,153.207,51
233,42,27.539,639,739,379.262,580.714,379.304,580.772,23.556,8.104,6.599,94.908,51
234,227,37.352,708,873,381.985,601.844,382.169,601.829,82.669,18.098,15.970,15.265,51
235,107,20.085,747,821,405.145,596.276,405.121,596.249,49.113,17.748,7.676,101.713,51
236,1,0.000,571,571,361.500,605.500,361.500,605.500,2.828,1.128,1.128,0.000,51
237,88,34.177,604,740,423.091,611.477,422.989,611.447,33.799,12.198,9.186,167.384,51
238,10,6.467,585,603,368.500,622.700,368.507,622.697,11.071,3.966,3.210,90.000,51
239,100,38.686,517,669,418.280,633.770,418.187,633.613,37.213,13.393,9.507,120.239,51
240,105,25.171,476,573,370.767,636.900,370.830,636.842,47.698,18.690,7.153,157.234,51
241,19,6.160,550,572,613.974,779.658,613.969,779.666,15.899,6.021,4.018,71.565,51
242,53,17.393,504,566,612.519,790.311,612.513,790.251,26.385,9.547,7.069,88.022,51
243,19,11.687,391,429,589.342,793.658,589.365,793.639,14.728,5.301,4.564,135.000,51
244,78,30.173,469,584,413.564,565.154,413.530,565.271,32.142,10.905,9.107,115.495,52
245,66,23.533,676,763,396.197,583.348,396.192,583.416,30.042,10.000,8.403,90.906,52
246,98,38.308,668,819,385.653,594.643,385.745,594.868,47.113,19.270,6.475,108.999,52
247,81,16.291,673,743,413.673,595.204,413.640,595.234,36.385,13.990,7.372,80.972,52
248,8,5.014,782,797,384.000,608.000,384.005,608.003,11.314,5.076,2.007,125.783,52
249,103,30.704,697,809,388.063,611.607,388.252,611.562,61.355,22.297,5.882,7.421,52
250,69,24.759,632,727,420.370,616.384,420.333,616.357,30.385,9.974,8.808,177.075,52
251,4,7.365,576,591,368.000,614.000,368.005,613.999,5.657,2.257,2.257,0.000,52
252,54,23.084,439,540,436.333,623.537,436.244,623.554,33.456,11.924,5.766,50.899,52
253,6,4.037,618,627,387.000,629.000,386.998,628.997,9.071,3.988,1.916,161.565,52
254,87,38.094,486,619,373.707,636.925,373.832,636.817,34.870,11.913,9.299,19.395,52
255,17,6.875,541,564,614.088,776.382,614.084,776.395,13.899,5.229,4.140,74.828,52
256,63,15.170,510,570,609.976,786.929,609.991,786.892,29.799,9.789,8.194,159.902,52
257,69,27.109,492,589,400.949,565.051,400.948,565.157,32.385,9.709,9.049,148.771,53
258,51,11.090,612,658,413.637,584.029,413.629,584.047,34.385,13.516,4.804,111.883,53
259,52,17.114,660,730,389.673,586.558,389.692,586.606,25.799,9.944,6.658,129.408,53
260,47,16.678,705,764,381.606,599.160,381.627,599.202,28.971,11.224,5.332,94.488,53
261,12,11.934,475,512,437.000,610.833,436.978,610.829,11.899,4.424,3.454,127.238,53
262,81,26.340,587,688,420.735,618.759,420.689,618.720,32.627,10.694,9.644,165.867,53
263,2,4.950,713,720,393.500,617.000,393.500,616.998,4.828,2.257,1.128,90.000,53
264,9,10.398,676,708,380.278,618.944,380.295,618.941,11.071,5.229,2.191,4.731,53
265,1,0.000,546,546,366.500,621.500,366.500,621.500,2.828,1.128,1.128,0.000,53
266,69,28.992,483,589,375.848,638.645,375.906,638.551,30.971,9.392,9.355,53.453,53
267,34,9.067,526,556,609.176,771.441,609.174,771.466,22.142,7.857,5.510,67.829,53
268,38,10.869,523,564,607.395,781.474,607.414,781.450,22.971,8.294,5.834,52.942,53
269,73,24.578,505,601,399.363,566.733,399.345,566.814,31.213,11.287,8.235,1.775,54
270,33,11.251,695,736,393.712,588.258,393.723,588.280,21.556,8.434,4.982,131.972,54
271,18,14.382,625,672,415.056,590.278,415.032,590.309,18.728,7.012,3.268,59.217,54
272,27,4.911,746,763,383.685,603.537,383.688,603.543,22.142,9.648,3.563,75.868,54
273,53,20.645,533,603,430.217,614.745,430.170,614.712,31.799,11.366,5.937,90.932,54
274,4,4.203,706,716,393.000,619.000,392.999,618.998,5.657,2.257,2.257,0.000,54
275,77,22.583,606,698,414.721,624.214,414.680,624.174,31.213,10.818,9.063,137.949,54
276,77,30.498,499,608,375.331,639.279,375.393,639.190,32.042,10.592,9.256,161.724,54
277,8,4.824,549,563,608.750,771.000,608.749,771.008,10.485,4.501,2.263,68.645,54
278,68,12.638,543,589,610.015,780.897,610.024,780.862,29.556,10.461,8.276,96.605,54
279,31,18.745,510,579,402.887,563.887,402.847,563.930,22.971,8.866,4.452,20.074,55
280,3,4.163,685,693,396.167,579.167,396.166,579.169,5.657,2.365,1.615,45.000,55
281,2,4.950,619,626,420.000,584.500,419.997,584.500,4.243,2.257,1.128,0.000,55
282,36,5.851,757,780,391.806,594.639,391.811,594.641,25.213,8.731,5.250,25.789,55
283,11,5.510,607,622,426.682,609.409,426.676,609.411,12.485,4.982,2.811,76.717,55
284,4,4.655,738,749,396.250,612.500,396.249,612.496,7.657,2.734,1.863,90.000,55
285,40,18.235,552,622,381.250,635.375,381.279,635.322,24.142,8.431,6.041,79.745,55
286,68,24.944,566,656,411.059,634.853,411.007,634.809,30.971,11.071,7.821,15.527,55
287,1,0.000,467,467,378.500,645.500,378.500,645.500,2.828,1.128,1.128,0.000,55
288,13,9.372,545,573,610.038,770.962,610.056,770.986,18.142,6.355,2.605,129.281,55
289,57,15.450,537,594,611.570,782.289,611.572,782.240,28.385,9.485,7.651,102.377,55
290,4,4.830,594,605,400.500,569.750,400.499,569.753,7.071,2.734,1.863,0.000,56
291,11,6.178,664,682,410.864,586.955,410.858,586.960,11.314,3.994,3.507,71.565,56
292,13,3.536,750,762,385.577,594.654,385.577,594.657,13.314,5.137,3.222,29.783,56
293,72,25.968,602,698,413.153,627.139,413.092,627.083,31.456,10.519,8.715,141.797,56
294,35,13.460,596,647,385.014,633.386,385.027,633.351,22.142,7.592,5.870,85.753,56
295,27,9.593,541,576,605.944,772.241,605.959,772.258,18.142,6.473,5.311,155.176,56
296,59,13.129,545,594,609.246,782.280,609.255,782.240,28.627,9.235,8.134,79.448,56
297,9,7.149,257,276,1364.167,279.611,1364.147,279.615,10.485,3.919,2.924,159.699,57
298,9,10.458,477,505,397.611,559.611,397.613,559.626,10.485,3.923,2.921,168.019,57
299,23,7.584,726,754,382.630,597.457,382.643,597.454,18.728,7.108,4.120,26.413,57
