 ,Area,StdDev,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Slice
75,21,2.479,250,257,196.976,585.643,196.980,585.649,18.142,6.699,3.991,131.476,28
76,5,4.472,376,388,260.700,601.900,260.698,601.904,7.657,3.144,2.025,161.565,28
77,2,4.243,356,362,380.000,643.500,380.004,643.500,4.243,2.257,1.128,0.000,28
78,11,4.585,428,441,236.318,654.318,236.323,654.311,11.899,3.807,3.678,45.002,28
79,50,9.596,257,291,156.620,733.240,156.618,733.290,25.556,9.451,6.736,110.296,28
80,14,10.388,431,465,731.500,747.643,731.478,747.649,14.142,5.319,3.351,51.535,28
81,49,15.650,557,611,675.908,757.929,675.941,757.900,24.971,8.473,7.363,48.189,28
82,6,8.305,314,337,720.500,982.000,720.511,982.009,7.657,3.385,2.257,0.000,28
83,21,3.918,243,259,36.119,39.024,36.134,39.038,20.971,7.211,3.708,137.617,29
84,26,4.844,675,692,920.231,356.846,920.225,356.850,17.899,6.411,5.163,73.826,29
85,2,1.414,168,170,856.000,482.500,856.003,482.500,4.243,2.257,1.128,0.000,29
86,16,9.273,185,215,847.875,499.500,847.918,499.480,13.899,5.070,4.018,63.999,29
87,1,0.000,233,233,201.500,566.500,201.500,566.500,2.828,1.128,1.128,0.000,29
88,5,3.114,136,143,377.700,582.900,377.701,582.892,7.657,3.144,2.025,161.565,29
89,32,12.361,408,453,244.594,599.031,244.592,599.075,20.142,7.675,5.309,97.675,29
90,8,8.350,372,396,260.750,599.250,260.745,599.267,10.485,3.797,2.682,97.018,29
91,14,17.585,311,366,376.429,645.357,376.437,645.416,13.071,5.443,3.275,82.839,29
92,1,0.000,414,414,229.500,652.500,229.500,652.500,2.828,1.128,1.128,0.000,29
93,2,6.364,246,255,322.500,655.000,322.500,655.009,4.828,2.257,1.128,90.000,29
94,2,7.778,278,289,245.000,670.000,244.990,669.990,5.657,2.596,0.981,135.000,29
95,25,6.144,266,286,158.860,735.620,158.860,735.638,18.728,6.855,4.643,159.092,29
96,1,0.000,456,456,731.500,749.500,731.500,749.500,2.828,1.128,1.128,0.000,29
97,18,13.504,423,472,730.944,753.611,730.914,753.592,15.314,5.105,4.489,120.911,29
98,42,14.908,537,591,672.952,758.976,672.979,758.954,24.385,8.303,6.440,141.081,29
99,15,14.045,420,464,715.500,995.100,715.518,995.128,14.728,4.688,4.074,90.000,29
100,24,19.914,343,408,775.125,1012.958,775.053,1012.959,17.556,5.945,5.140,156.661,29
101,7,7.480,235,256,588.500,1023.786,588.504,1023.805,9.071,3.086,2.888,0.000,29
102,52,18.475,278,349,609.250,1033.962,609.221,1034.059,26.385,9.089,7.284,105.207,29
103,11,2.490,285,292,40.500,41.500,40.499,41.504,11.899,4.535,3.088,0.000,30
104,42,7.716,671,699,901.690,378.833,901.693,378.824,23.314,8.246,6.485,5.457,30
105,3,7.371,265,279,485.167,462.833,485.177,462.840,5.657,2.365,1.615,135.000,30
106,12,6.302,370,387,530.167,473.750,530.153,473.746,11.899,4.164,3.669,19.805,30
107,1,0.000,356,356,242.500,578.500,242.500,578.500,2.828,1.128,1.128,0.000,30
108,58,15.026,439,499,232.431,589.483,232.440,589.525,26.971,9.312,7.930,171.514,30
109,2,0.707,483,484,225.500,621.000,225.500,620.999,4.828,2.257,1.128,90.000,30
110,36,10.311,466,502,244.556,629.694,244.550,629.672,21.556,7.181,6.383,49.303,30
111,37,19.951,375,443,388.419,644.041,388.443,644.109,21.314,7.326,6.430,170.732,30
112,40,11.637,534,576,674.050,758.500,674.067,758.483,25.213,9.074,5.612,129.078,30
113,20,14.157,400,449,731.050,758.700,731.026,758.668,17.314,6.180,4.121,89.594,30
114,54,17.966,554,616,741.926,1004.315,741.913,1004.359,26.385,9.144,7.519,73.960,30
115,8,5.776,521,536,757.625,1015.000,757.617,1014.998,10.485,3.651,2.790,124.722,30
116,7,4.237,198,210,46.786,17.500,46.782,17.513,9.071,3.086,2.888,90.000,31
117,12,2.611,264,272,38.000,43.500,38.001,43.503,11.657,4.514,3.385,0.000,31
118,3,2.000,260,264,37.167,48.167,37.169,48.164,5.657,2.365,1.615,45.000,31
119,12,4.134,662,675,918.250,349.083,918.250,349.088,11.899,4.424,3.453,122.067,31
120,58,10.258,679,723,895.448,361.948,895.476,361.931,32.042,12.393,5.959,42.861,31
121,14,8.724,292,318,534.000,448.000,533.983,448.008,12.485,4.849,3.676,135.000,31
122,4,4.924,300,312,529.000,489.000,528.996,488.995,5.657,2.257,2.257,0.000,31
123,40,13.736,196,249,855.125,505.175,855.142,505.084,22.142,8.112,6.278,89.256,31
124,1,0.000,240,240,165.500,556.500,165.500,556.500,2.828,1.128,1.128,0.000,31
125,95,28.566,396,510,228.163,571.384,228.133,571.484,36.870,12.798,9.451,173.678,31
126,23,14.179,337,384,190.109,586.065,190.147,586.105,17.314,6.600,4.437,109.102,31
127,2,1.414,161,163,381.000,584.500,381.003,584.500,4.243,2.257,1.128,0.000,31
128,21,7.120,480,503,207.262,593.929,207.272,593.932,16.728,6.190,4.320,74.777,31
129,73,19.423,515,588,232.130,605.788,232.104,605.770,30.385,10.371,8.962,149.150,31
130,25,11.701,241,282,284.940,631.300,284.956,631.360,19.556,7.683,4.143,133.439,31
131,13,8.342,386,410,223.885,630.885,223.884,630.867,11.899,4.380,3.779,135.000,31
132,3,2.887,268,273,290.167,634.833,290.165,634.835,5.657,2.365,1.615,135.000,31
133,53,23.184,430,512,384.594,651.274,384.635,651.334,25.799,9.209,7.328,12.332,31
134,5,1.871,269,274,177.100,736.300,177.099,736.303,7.657,3.144,2.025,108.435,31
135,4,6.481,441,456,731.000,756.000,730.994,755.997,5.657,2.257,2.257,0.000,31
136,27,13.287,547,596,677.093,758.278,677.124,758.260,20.142,7.233,4.753,12.782,31
137,43,25.629,419,507,770.919,1017.686,770.823,1017.697,22.971,8.162,6.708,6.179,31
138,85,25.362,610,702,729.618,1023.535,729.629,1023.525,33.799,12.207,8.866,119.045,31
139,20,7.235,529,552,760.550,1022.400,760.537,1022.393,15.314,5.251,4.849,153.435,31
140,1,0.000,326,326,900.500,10.500,900.500,10.500,2.828,1.128,1.128,0.000,32
141,26,6.015,238,260,884.192,98.385,884.211,98.373,17.899,6.163,5.371,7.244,32
142,11,4.392,634,647,906.227,344.773,906.226,344.778,11.899,4.337,3.229,45.000,32
143,60,19.712,567,638,877.150,364.000,877.201,364.015,28.385,10.562,7.233,114.789,32
144,19,12.537,269,308,541.342,469.342,541.298,469.342,14.728,5.301,4.564,45.001,32
145,39,10.198,398,435,512.397,476.372,512.400,476.350,22.142,7.484,6.635,19.658,32
146,4,2.500,221,227,856.000,501.000,856.003,500.996,5.657,2.257,2.257,0.000,32
147,149,35.354,454,585,233.077,579.768,232.998,579.882,46.284,15.917,11.919,25.077,32
148,9,4.676,150,164,385.167,583.611,385.163,583.600,10.485,3.919,2.924,159.699,32
149,31,16.490,274,331,183.048,592.403,183.122,592.412,19.556,6.791,5.812,79.643,32
150,29,8.255,467,498,207.741,599.190,207.764,599.191,18.971,6.972,5.296,33.521,32
151,89,20.325,496,578,232.140,610.949,232.108,610.902,33.799,11.195,10.122,108.632,32
152,2,5.657,380,388,221.500,631.000,221.500,630.995,4.828,2.257,1.128,90.000,32
153,25,17.055,313,368,235.180,636.340,235.156,636.277,18.142,5.908,5.388,129.252,32
154,3,1.000,479,481,489.167,642.167,489.167,642.166,5.657,2.365,1.615,45.000,32
155,21,17.600,304,366,500.262,654.976,500.212,654.936,16.728,5.704,4.688,174.634,32
156,65,19.098,524,600,394.038,660.392,394.057,660.454,28.385,9.648,8.578,135.670,32
157,23,10.088,540,574,679.283,759.152,679.305,759.135,18.142,6.503,4.503,24.153,32
158,82,27.839,410,511,711.341,1000.122,711.488,1000.141,34.385,13.014,8.023,20.968,32
159,85,26.197,524,631,748.571,1005.441,748.479,1005.558,38.042,14.866,7.280,52.662,32
160,55,12.499,583,627,744.391,1017.300,744.367,1017.270,27.213,9.663,7.247,145.591,32
161,107,37.467,410,558,705.799,1025.322,705.954,1025.292,37.213,12.405,10.982,122.796,32
162,12,6.351,189,211,40.333,14.500,40.331,14.527,13.314,4.257,3.589,90.000,33
163,18,4.905,263,280,888.500,82.833,888.509,82.834,14.485,5.349,4.285,0.000,33
164,53,15.740,600,662,882.708,366.085,882.761,366.103,29.799,10.881,6.202,141.976,33
165,27,10.256,344,379,527.574,457.093,527.547,457.107,17.899,6.451,5.329,102.492,33
166,46,13.022,417,463,504.870,465.130,504.885,465.133,23.799,8.111,7.221,143.642,33
167,5,3.493,224,233,856.300,501.900,856.308,501.894,7.071,3.144,2.025,18.435,33
168,1,0.000,206,206,867.500,502.500,867.500,502.500,2.828,1.128,1.128,0.000,33
169,160,28.078,456,567,214.444,578.356,214.474,578.477,49.456,15.241,13.367,177.609,33
170,2,4.243,141,147,382.500,583.000,382.500,582.990,4.828,2.257,1.128,90.000,33
171,100,16.206,504,565,233.320,606.210,233.266,606.207,36.385,12.555,10.141,77.930,33
172,29,10.252,465,498,205.776,604.155,205.803,604.157,18.728,6.548,5.639,125.450,33
173,20,11.096,319,356,187.100,610.850,187.132,610.830,16.142,5.535,4.601,79.735,33
174,1,0.000,327,327,442.500,615.500,442.500,615.500,2.828,1.128,1.128,0.000,33
175,21,12.365,369,410,242.881,628.071,242.846,628.057,15.899,6.279,4.258,7.202,33
176,40,20.222,373,438,506.625,639.800,506.564,639.756,23.556,8.001,6.365,95.192,33
177,6,1.472,328,331,281.000,642.500,281.000,642.503,7.657,3.385,2.257,90.000,33
178,72,22.985,492,583,404.653,657.542,404.602,657.640,31.799,12.262,7.476,55.851,33
179,5,8.927,297,318,504.900,654.300,504.896,654.285,7.657,3.144,2.025,71.565,33
180,18,6.409,539,560,677.611,758.333,677.618,758.325,16.728,5.906,3.881,129.581,33
181,12,10.992,400,432,732.250,756.917,732.230,756.910,11.899,4.424,3.453,57.933,33
182,18,4.802,246,263,229.111,798.333,229.133,798.336,15.314,6.354,3.607,173.218,33
183,244,30.248,506,644,727.459,1002.123,727.751,1002.135,97.882,27.390,11.342,174.288,33
184,25,11.191,426,461,767.300,1025.060,767.270,1025.051,17.314,6.464,4.925,114.972,33
185,5,4.438,360,369,597.300,1035.100,597.302,1035.105,7.071,3.144,2.025,161.565,33
186,10,4.358,230,243,42.100,18.700,42.079,18.713,14.728,5.267,2.417,22.108,34
187,1,0.000,289,289,37.500,45.500,37.500,45.500,2.828,1.128,1.128,0.000,34
188,43,7.669,283,310,898.314,87.826,898.326,87.815,22.971,8.370,6.541,52.289,34
189,16,13.579,510,551,878.375,340.500,878.398,340.523,14.142,5.439,3.745,127.562,34
190,52,24.061,530,612,872.346,371.250,872.456,371.289,33.456,11.884,5.571,145.414,34
191,46,22.548,277,359,529.000,460.000,528.911,460.034,24.385,7.981,7.339,113.199,34
192,63,19.329,442,507,505.230,468.262,505.219,468.269,28.385,9.096,8.819,171.361,34
193,7,6.294,204,223,854.357,506.214,854.371,506.197,9.071,3.507,2.542,30.473,34
194,101,19.249,492,573,228.322,582.144,228.284,582.221,51.113,13.133,9.792,128.078,34
195,10,5.498,139,154,384.000,584.300,384.008,584.279,10.485,4.111,3.097,2.596E-14,34
196,27,19.563,379,440,194.278,604.204,194.355,604.188,20.728,6.558,5.242,22.849,34
197,21,12.307,394,436,457.643,605.929,457.667,605.946,17.314,6.896,3.877,18.435,34
198,23,8.790,514,546,234.022,614.152,234.008,614.129,19.314,8.129,3.602,108.647,34
199,63,23.627,468,554,498.690,634.532,498.617,634.502,28.385,10.162,7.894,134.610,34
200,18,16.813,343,403,227.944,637.833,227.892,637.774,16.971,7.615,3.009,141.696,34
201,43,11.529,314,357,268.919,650.035,268.971,650.023,23.314,8.421,6.502,176.067,34
202,16,15.775,320,376,500.000,655.000,499.971,654.963,13.657,4.514,4.514,0.000,34
203,74,22.013,612,702,410.527,678.230,410.503,678.235,31.213,10.001,9.421,98.291,34
204,22,10.224,569,603,678.682,759.000,678.694,758.978,17.314,6.419,4.364,79.174,34
205,1,0.000,469,469,728.500,758.500,728.500,758.500,2.828,1.128,1.128,0.000,34
206,2,0.000,341,341,316.000,759.500,316.000,759.500,4.243,2.257,1.128,0.000,34
207,67,17.038,226,294,226.425,815.709,226.538,815.639,30.627,11.770,7.248,37.145,34
208,184,53.140,500,759,718.647,1011.924,718.874,1012.042,56.770,18.558,12.624,142.750,34
209,9,4.177,611,624,743.167,1019.389,743.164,1019.388,12.485,4.803,2.386,71.565,34
210,51,17.700,515,578,754.853,1033.520,754.795,1033.501,26.142,9.010,7.207,172.945,34
211,3,1.732,309,312,905.500,2.500,905.500,2.497,6.828,3.385,1.128,90.000,35
212,45,17.733,301,367,831.967,14.678,832.050,14.637,25.556,7.955,7.202,65.006,35
213,13,7.793,217,243,41.423,15.192,41.410,15.230,13.071,5.025,3.294,79.357,35
214,19,3.380,296,306,36.921,45.605,36.920,45.608,16.142,6.049,3.999,160.973,35
215,53,10.719,289,325,901.066,84.198,901.067,84.198,25.799,8.673,7.781,83.066,35
216,24,13.352,536,580,877.792,345.167,877.820,345.178,17.556,6.054,5.047,24.458,35
217,8,3.643,416,426,485.250,358.375,485.253,358.381,10.485,4.444,2.292,144.645,35
218,50,20.657,568,642,874.240,371.920,874.315,371.896,26.971,9.970,6.385,30.278,35
219,53,10.698,685,728,927.066,377.349,927.052,377.341,26.385,9.111,7.406,122.183,35
220,1,0.000,645,645,904.500,388.500,904.500,388.500,2.828,1.128,1.128,0.000,35
221,8,7.846,449,470,931.750,410.500,931.745,410.491,9.899,3.978,2.560,24.407,35
222,41,18.472,309,372,492.159,456.354,492.108,456.394,22.971,8.498,6.143,155.755,35
223,3,2.309,367,371,467.833,459.833,467.832,459.836,5.657,2.365,1.615,45.000,35
224,69,24.255,433,520,484.022,473.138,483.995,473.130,30.385,10.131,8.672,8.197,35
225,6,6.408,321,339,457.000,491.500,457.006,491.489,7.657,3.385,2.257,90.000,35
226,37,10.604,223,262,832.203,504.365,832.247,504.360,21.556,7.309,6.445,114.257,35
227,5,1.304,538,541,206.100,582.300,206.100,582.301,7.657,3.144,2.025,108.435,35
228,4,3.109,170,177,390.000,583.000,389.997,582.993,5.657,2.257,2.257,0.000,35
229,55,25.502,414,504,459.664,609.445,459.720,609.548,26.971,9.459,7.404,113.443,35
230,8,5.125,493,507,211.250,614.125,211.245,614.122,10.485,4.044,2.519,70.670,35
231,13,10.307,317,351,268.115,619.038,268.093,619.065,12.485,4.899,3.378,50.735,35
232,46,8.842,350,383,257.152,628.217,257.186,628.225,25.799,10.071,5.815,137.409,35
233,81,32.826,439,565,494.549,649.130,494.466,649.053,32.627,11.213,9.197,143.611,35
234,6,6.401,414,429,455.667,653.667,455.671,653.660,8.485,3.140,2.433,135.000,35
235,77,21.385,555,640,411.981,660.812,411.906,660.803,32.971,12.016,8.159,155.407,35
236,22,16.627,352,404,474.409,663.409,474.403,663.355,15.899,5.554,5.043,134.999,35
237,1,0.000,323,323,485.500,665.500,485.500,665.500,2.828,1.128,1.128,0.000,35
238,19,10.302,568,600,677.658,759.342,677.671,759.331,14.728,5.301,4.564,135.000,35
239,4,5.477,472,484,727.750,759.500,727.747,759.495,7.657,2.734,1.863,90.000,35
240,126,24.130,259,361,238.119,815.413,238.296,815.530,53.355,21.456,7.477,135.950,35
241,4,8.524,437,457,710.000,1004.000,710.007,1004.004,5.657,2.257,2.257,0.000,35
242,12,8.649,586,614,722.333,1009.417,722.347,1009.423,11.899,4.911,3.111,170.583,35
243,46,10.081,647,686,732.761,1024.565,732.766,1024.552,24.728,8.223,7.123,0.895,35
244,64,13.862,465,515,860.922,17.781,860.930,17.742,29.213,9.814,8.303,157.834,36
245,19,6.852,230,252,42.658,17.395,42.663,17.428,15.899,6.220,3.890,127.883,36
246,16,4.074,298,312,37.062,48.875,37.059,48.871,13.899,5.012,4.065,23.745,36
247,14,4.164,265,277,895.500,70.000,895.500,70.010,13.314,4.482,3.977,41.437,36
248,46,26.188,485,571,875.870,346.457,875.950,346.519,24.971,9.005,6.504,138.653,36
249,36,11.051,377,422,472.222,359.417,472.233,359.451,21.556,7.468,6.138,55.689,36
250,9,9.871,492,519,868.500,374.167,868.515,374.170,10.485,4.204,2.726,125.783,36
251,53,12.322,634,683,933.858,384.198,933.839,384.171,29.314,10.126,6.664,72.790,36
252,1,0.000,541,541,880.500,387.500,880.500,387.500,2.828,1.128,1.128,0.000,36
253,4,6.608,490,506,941.000,402.000,940.996,401.995,5.657,2.257,2.257,0.000,36
254,4,5.560,516,527,928.000,407.000,927.999,406.995,5.657,2.257,2.257,0.000,36
255,39,20.359,322,403,476.731,454.013,476.680,454.066,22.142,7.229,6.869,151.845,36
256,68,34.897,385,519,464.265,459.529,464.306,459.577,28.971,9.942,8.708,133.927,36
257,9,4.256,378,390,458.611,483.167,458.617,483.164,10.485,3.919,2.924,110.301,36
258,15,8.991,190,217,841.900,488.100,841.898,488.143,13.071,4.659,4.099,135.000,36
259,6,2.805,166,173,387.333,582.333,387.326,582.330,8.485,3.140,2.433,135.000,36
260,80,32.623,393,519,461.400,608.475,461.505,608.591,32.627,11.870,8.582,153.204,36
261,19,8.153,336,363,252.921,631.447,252.938,631.433,16.142,5.373,4.503,139.415,36
262,20,4.169,532,546,476.450,642.100,476.451,642.098,16.485,6.008,4.239,10.834,36
263,106,40.054,415,566,495.217,651.991,495.152,651.857,38.042,12.890,10.471,74.753,36
264,65,36.489,382,520,474.854,660.038,474.873,659.899,29.213,9.729,8.506,78.911,36
265,82,25.610,567,662,410.902,664.110,410.833,664.099,32.627,11.623,8.982,148.132,36
266,5,9.864,339,364,461.100,662.300,461.100,662.282,7.657,3.144,2.025,108.435,36
267,4,6.702,415,428,428.000,667.000,427.993,666.999,5.657,2.257,2.257,0.000,36
268,22,12.133,560,601,680.000,759.682,680.013,759.646,20.142,7.857,3.565,76.332,36
269,167,33.418,243,378,238.979,802.967,239.512,802.804,68.669,26.711,7.960,17.995,36
270,4,5.354,467,478,711.000,1029.000,711.005,1028.999,5.657,2.257,2.257,0.000,36
271,66,15.429,457,516,848.106,11.348,848.142,11.309,29.556,9.995,8.408,95.649,37
272,17,6.643,241,260,43.500,18.029,43.492,18.052,15.314,5.035,4.299,134.158,37
273,13,4.592,299,314,34.038,50.500,34.048,50.489,13.899,4.939,3.351,27.065,37
274,27,8.297,228,257,876.500,76.241,876.538,76.256,18.971,6.425,5.351,149.201,37
275,43,15.265,528,581,939.965,320.942,939.932,320.990,24.385,9.728,5.628,45.644,37
276,27,18.999,494,557,884.204,332.352,884.236,332.382,18.142,6.304,5.453,34.594,37
277,17,8.367,598,623,916.794,330.912,916.798,330.923,14.485,5.255,4.119,170.606,37
278,4,5.058,481,493,957.000,337.000,956.996,337.002,5.657,2.257,2.257,0.000,37
279,20,7.144,399,423,470.650,360.300,470.661,360.313,16.142,6.139,4.148,32.704,37
280,71,17.081,602,666,885.035,379.866,885.076,379.840,31.213,10.473,8.632,128.716,37
281,85,17.129,678,743,929.324,381.618,929.288,381.563,40.284,12.084,8.956,124.306,37
282,1,0.000,427,427,472.500,379.500,472.500,379.500,2.828,1.128,1.128,0.000,37
283,8,6.628,523,543,886.375,396.625,886.379,396.618,9.071,3.538,2.879,135.000,37
284,4,6.952,511,524,922.000,410.000,922.000,409.994,5.657,2.257,2.257,0.000,37
285,42,29.692,307,413,458.452,450.333,458.433,450.444,22.728,7.484,7.145,53.616,37
286,75,34.109,420,549,458.780,463.780,458.741,463.797,30.627,10.166,9.393,150.023,37
287,26,17.434,252,307,423.000,483.500,423.081,483.481,17.314,6.259,5.289,0.000,37
288,15,7.022,207,230,846.100,497.100,846.071,497.115,13.071,4.659,4.099,45.001,37
289,5,2.775,150,156,388.900,581.700,388.899,581.692,7.657,3.144,2.025,108.435,37
290,10,2.404,539,546,201.500,592.000,201.499,592.001,10.485,4.444,2.865,116.565,37
291,96,36.721,369,510,455.104,608.844,455.245,608.938,34.627,12.222,10.001,5.393,37
292,115,43.037,420,576,464.448,652.387,464.530,652.088,43.456,16.168,9.057,74.116,37
293,123,41.027,439,593,491.980,651.370,491.839,651.229,40.284,13.149,11.911,147.338,37
294,99,19.443,587,668,397.975,653.692,397.965,653.750,37.113,11.651,10.819,89.507,37
295,15,7.462,562,588,678.900,760.100,678.908,760.091,13.071,4.659,4.099,135.000,37
296,22,8.230,197,225,354.000,780.227,353.965,780.216,16.142,5.741,4.879,0.000,37
297,214,20.240,288,369,243.864,795.864,243.919,795.850,74.912,30.515,8.929,127.575,37
298,46,7.038,427,454,865.587,17.848,865.578,17.830,27.799,10.822,5.412,152.609,38
299,3,1.528,211,214,43.167,17.833,43.167,17.836,5.657,2.365,1.615,135.000,38
300,35,8.143,200,227,874.129,96.814,874.164,96.815,21.556,8.501,5.242,114.682,38
