 ,Area,StdDev,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Slice
36,7,2.193,222,228,582.214,643.071,582.218,643.073,9.657,4.154,2.146,8.350,24
37,19,10.195,369,400,951.553,134.342,951.540,134.368,15.314,4.940,4.897,161.565,25
38,43,26.834,394,484,908.384,153.616,908.473,153.644,22.728,7.717,7.095,135.000,25
39,116,36.926,528,659,922.569,161.276,922.586,161.262,39.213,13.414,11.011,105.799,25
40,22,3.736,289,303,1368.727,165.273,1368.725,165.274,16.485,5.916,4.735,135.000,25
41,41,10.554,518,559,428.841,575.110,428.819,575.092,28.627,9.893,5.276,103.470,25
42,20,8.065,196,224,584.450,659.600,584.419,659.618,14.728,5.251,4.849,153.435,25
43,22,17.886,285,343,960.818,135.318,960.754,135.377,17.314,6.439,4.350,34.959,26
44,51,26.727,410,504,912.735,150.029,912.826,150.073,24.971,8.748,7.423,133.542,26
45,137,34.977,524,663,929.201,152.617,929.204,152.645,42.042,14.800,11.786,120.110,26
46,26,4.088,317,332,1363.269,178.385,1363.278,178.381,18.142,6.453,5.130,88.478,26
47,28,7.230,527,551,428.464,574.321,428.445,574.309,23.799,9.663,3.689,129.080,26
48,5,4.722,220,231,5.100,597.300,5.098,597.312,7.657,3.144,2.025,108.435,26
49,23,5.166,227,243,568.935,664.587,568.936,664.598,16.728,6.029,4.857,150.572,26
50,14,8.777,363,390,953.000,132.000,952.995,132.020,12.485,4.849,3.676,135.000,27
51,49,28.173,398,493,918.541,137.786,918.623,137.860,25.213,8.379,7.446,118.065,27
52,147,37.160,501,652,935.276,141.874,935.265,141.950,44.870,14.745,12.694,105.359,27
53,13,3.572,341,354,1363.885,175.808,1363.894,175.805,13.899,4.982,3.322,23.767,27
54,36,12.507,538,579,427.972,571.167,427.917,571.172,27.556,10.600,4.324,2.922,27
55,10,2.669,234,242,568.500,667.000,568.495,667.003,10.485,4.444,2.865,63.435,27
56,14,10.249,320,353,1297.643,4.000,1297.676,3.992,13.314,4.895,3.642,0.000,28
57,59,30.596,359,465,913.941,135.229,914.049,135.309,27.799,9.363,8.023,93.954,28
58,158,38.652,488,643,931.525,137.627,931.538,137.731,45.698,15.559,12.929,103.806,28
59,1,0.000,128,128,595.500,532.500,595.500,532.500,2.828,1.128,1.128,0.000,28
60,24,5.566,567,586,420.833,566.250,420.829,566.263,18.728,7.155,4.271,78.932,28
61,38,5.286,246,265,564.000,672.395,564.005,672.389,22.971,7.672,6.307,11.143,28
62,44,17.307,307,365,1317.977,24.295,1317.992,24.220,23.556,8.211,6.823,155.151,29
63,50,26.059,355,451,925.740,125.880,925.818,125.958,25.556,8.234,7.732,20.758,29
64,153,34.227,480,623,940.997,134.036,941.002,134.126,45.456,15.678,12.426,95.966,29
65,13,2.957,115,124,947.885,513.885,947.889,513.902,11.899,4.380,3.779,135.000,29
66,12,3.166,592,601,414.833,564.667,414.838,564.669,13.899,5.550,2.753,173.100,29
67,34,7.933,217,247,563.000,681.765,562.999,681.716,21.556,7.542,5.740,70.960,29
68,41,24.331,356,438,931.939,130.037,932.017,130.100,22.385,7.838,6.660,171.943,30
69,160,32.029,474,604,946.119,139.944,946.103,140.055,46.284,16.053,12.690,86.353,30
70,12,2.023,709,715,455.417,392.667,455.416,392.667,12.485,4.911,3.111,80.583,30
71,1,0.000,107,107,944.500,526.500,944.500,526.500,2.828,1.128,1.128,0.000,30
72,3,2.000,557,561,422.167,561.833,422.165,561.833,5.657,2.365,1.615,135.000,30
73,4,0.577,582,583,417.000,565.000,417.000,565.000,5.657,2.257,2.257,0.000,30
74,31,8.177,209,236,578.048,680.919,578.013,680.886,19.314,6.461,6.109,149.036,30
75,2,2.121,356,359,1347.500,9.000,1347.500,8.998,4.828,2.257,1.128,90.000,31
76,41,29.135,371,469,932.134,125.622,932.239,125.710,22.971,8.709,5.994,150.792,31
77,152,25.960,513,621,945.980,135.454,945.968,135.511,44.284,15.091,12.825,82.680,31
78,10,11.056,526,561,484.700,379.500,484.682,379.501,10.485,3.966,3.210,0.000,31
79,1,0.000,563,563,423.500,560.500,423.500,560.500,2.828,1.128,1.128,0.000,31
80,46,8.500,227,258,574.000,664.978,573.954,665.012,25.556,9.669,6.058,36.420,31
81,14,6.465,348,369,1345.571,9.929,1345.559,9.919,13.314,4.701,3.792,20.724,32
82,28,16.017,380,438,931.036,125.143,931.068,125.182,18.142,6.389,5.580,30.410,32
83,149,22.081,493,577,946.091,134.218,946.077,134.277,45.698,15.025,12.626,93.945,32
84,19,10.617,580,613,478.500,395.868,478.482,395.867,15.314,5.486,4.410,32.533,32
85,6,2.994,552,560,416.833,559.167,416.832,559.169,9.071,3.489,2.190,135.000,32
86,51,8.889,229,262,564.990,662.029,564.990,662.060,25.556,8.438,7.696,49.404,32
87,24,12.666,386,428,1313.750,11.583,1313.757,11.547,18.142,6.286,4.862,131.203,33
88,32,18.457,405,469,927.062,131.688,927.117,131.728,20.971,7.284,5.594,158.280,33
89,136,27.462,498,602,943.824,139.088,943.761,139.165,42.284,14.183,12.209,74.307,33
90,23,10.894,562,599,422.109,361.935,422.120,361.952,17.314,6.600,4.437,70.898,33
91,46,16.310,606,666,474.326,373.022,474.297,373.043,23.556,8.166,7.173,104.948,33
92,4,1.155,132,134,590.000,534.000,590.004,534.000,5.657,2.257,2.257,0.000,33
93,6,3.987,565,574,419.500,563.000,419.495,563.000,7.657,3.385,2.257,0.000,33
94,6,1.871,240,245,576.000,666.500,575.998,666.495,7.657,3.385,2.257,90.000,33
95,23,12.616,394,434,1313.239,7.457,1313.273,7.437,16.728,5.939,4.931,170.255,34
96,1,0.000,425,425,1322.500,9.500,1322.500,9.500,2.828,1.128,1.128,0.000,34
97,31,18.989,401,465,925.306,130.016,925.355,130.068,19.556,7.185,5.493,151.272,34
98,137,26.881,492,607,942.069,138.996,942.014,139.075,44.770,13.981,12.476,82.262,34
99,92,32.567,638,763,438.424,358.826,438.438,358.921,35.213,12.117,9.667,92.253,34
100,49,23.647,502,588,481.929,360.194,481.852,360.220,25.556,9.160,6.811,171.934,34
101,13,2.025,589,595,411.500,561.500,411.502,561.500,14.142,6.860,2.413,45.000,34
102,14,2.534,245,253,564.143,665.786,564.152,665.787,13.071,4.699,3.794,144.485,34
103,27,11.367,422,462,927.315,131.241,927.347,131.250,20.728,8.205,4.190,22.883,35
104,123,22.502,505,590,943.573,138.126,943.556,138.200,42.042,12.873,12.166,125.741,35
105,6,8.741,585,609,475.500,362.000,475.491,362.003,7.657,3.385,2.257,0.000,35
106,124,36.145,741,873,466.831,380.065,466.799,380.032,42.042,14.058,11.230,110.103,35
107,10,3.373,569,579,416.000,560.700,415.995,560.699,10.485,4.198,3.033,180.000,35
108,6,1.506,239,242,563.167,664.167,563.165,664.170,9.071,3.489,2.190,45.000,35
109,31,15.953,409,467,930.919,131.952,930.944,131.997,19.314,6.461,6.109,59.036,36
110,122,24.358,494,594,946.820,142.098,946.758,142.168,45.113,14.023,11.077,73.309,36
111,155,45.455,788,959,447.487,372.235,447.515,372.272,45.113,14.444,13.663,131.528,36
112,33,20.148,433,502,497.076,387.470,497.018,387.461,20.142,7.516,5.590,117.193,36
113,6,1.643,703,708,456.500,396.000,456.500,395.999,7.657,3.385,2.257,0.000,36
114,10,15.355,422,469,931.200,132.700,931.229,132.741,15.314,4.745,2.683,125.054,37
115,126,19.705,525,601,947.905,143.024,947.874,143.074,41.456,13.663,11.742,90.187,37
116,226,55.779,702,937,451.549,363.792,451.445,363.953,60.184,20.537,14.012,33.760,37
117,20,14.961,519,567,488.200,369.450,488.170,369.454,16.142,6.069,4.196,138.646,37
118,3,4.359,744,752,464.167,373.167,464.164,373.168,5.657,2.365,1.615,45.000,37
119,47,10.622,679,717,474.989,395.713,474.972,395.703,28.385,10.815,5.533,46.582,37
120,58,7.405,454,483,947.690,143.414,947.682,143.435,29.799,9.077,8.135,52.699,38
121,11,11.286,483,518,480.136,360.409,480.118,360.416,11.071,4.384,3.195,164.929,38
122,254,39.041,664,844,457.398,370.189,457.461,370.306,63.255,22.583,14.321,144.622,38
123,7,4.237,504,516,478.500,411.786,478.497,411.782,9.071,3.086,2.888,0.000,38
124,7,9.634,424,451,486.071,416.214,486.069,416.196,9.657,4.154,2.146,81.650,38
125,7,8.384,367,390,934.500,133.500,934.512,133.514,8.485,3.772,2.363,135.000,39
126,80,12.840,443,499,949.062,143.700,949.036,143.753,33.799,11.355,8.971,68.563,39
127,243,36.142,735,878,464.961,384.010,464.871,384.012,63.012,19.787,15.636,146.891,39
128,6,8.595,498,521,491.667,396.667,491.656,396.661,8.485,3.140,2.433,135.000,39
129,47,6.978,445,473,948.223,145.011,948.213,145.030,24.971,8.039,7.444,60.058,40
130,5,7.778,635,654,471.300,363.100,471.299,363.105,7.071,3.144,2.025,161.565,40
131,15,7.698,700,723,465.167,368.967,465.170,368.975,13.314,5.157,3.703,31.853,40
132,79,27.953,652,751,476.310,376.766,476.165,376.760,55.941,12.802,7.857,6.567,40
133,52,9.236,459,500,947.365,145.558,947.361,145.575,30.627,10.147,6.525,74.218,41
134,10,7.861,494,516,418.400,366.400,418.407,366.409,12.485,4.480,2.842,82.312,41
135,71,34.369,633,769,473.923,373.190,473.788,373.342,44.284,16.737,5.401,46.556,41
136,6,5.715,707,722,468.500,370.000,468.503,370.003,7.657,3.385,2.257,0.000,41
137,9,7.018,730,752,475.167,382.500,475.159,382.495,10.485,4.204,2.726,144.217,41
138,49,12.348,439,486,948.806,144.337,948.797,144.396,32.627,9.154,6.816,105.034,42
139,3,4.509,636,645,481.833,378.167,481.831,378.166,5.657,2.365,1.615,135.000,42
140,32,11.164,567,609,422.188,396.188,422.222,396.204,26.627,10.653,3.825,135.231,42
141,47,9.609,448,486,947.585,144.989,947.582,145.015,27.799,10.574,5.659,138.357,43
142,38,14.240,645,694,432.974,397.447,432.999,397.427,22.142,7.219,6.702,131.148,43
143,19,5.570,467,485,948.342,147.237,948.331,147.238,15.899,5.559,4.352,144.280,44
144,4,3.594,720,728,445.500,388.750,445.503,388.750,7.071,2.734,1.863,0.000,44
145,6,2.503,724,731,450.500,393.000,450.498,392.999,7.657,3.385,2.257,0.000,44
146,5,2.049,493,497,428.100,554.700,428.098,554.701,7.657,3.144,2.025,71.565,44
147,1,0.000,386,386,933.500,136.500,933.500,136.500,2.828,1.128,1.128,0.000,45
148,9,10.392,431,463,950.278,142.611,950.265,142.631,11.071,4.200,2.729,60.482,45
149,2,2.121,469,472,943.000,144.500,943.002,144.500,4.243,2.257,1.128,0.000,45
150,1,0.000,474,474,949.500,147.500,949.500,147.500,2.828,1.128,1.128,0.000,45
151,2,2.121,470,473,949.000,147.500,948.998,147.500,4.243,2.257,1.128,0.000,46
152,13,3.004,729,739,454.038,394.346,454.038,394.346,12.485,4.359,3.797,13.776,46
153,24,4.149,464,480,947.542,149.458,947.541,149.464,19.314,6.947,4.399,113.351,47
154,4,1.500,477,480,947.500,154.750,947.501,154.748,8.485,3.676,1.385,50.310,49
155,2,0.707,491,492,426.500,555.000,426.500,554.999,4.828,2.257,1.128,90.000,49
156,21,10.633,434,469,950.167,148.786,950.154,148.820,17.314,6.794,3.935,80.269,50
157,12,10.430,425,456,953.000,149.917,952.976,149.941,15.899,5.158,2.962,41.871,51
158,5,0.707,463,465,947.300,154.900,947.300,154.900,7.071,3.144,2.025,18.435,51
159,11,2.876,434,444,951.682,154.045,951.677,154.046,11.314,4.507,3.107,131.028,55
160,4,1.291,446,449,949.000,154.000,948.999,154.001,5.657,2.257,2.257,0.000,56
161,6,1.169,447,450,947.500,154.000,947.501,154.000,7.657,3.385,2.257,0.000,60
