 ,Area,StdDev,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Slice
44,1,0.000,269,269,1052.500,772.500,1052.500,772.500,2.828,1.128,1.128,0.000,32
45,109,24.600,476,565,224.867,86.784,224.882,86.873,38.385,12.902,10.757,119.510,33
46,22,7.011,188,212,494.636,362.136,494.615,362.107,16.728,6.297,4.449,67.984,33
47,105,55.939,476,685,957.157,618.090,957.376,618.469,44.284,18.717,7.143,121.652,33
48,67,23.328,685,777,967.963,632.978,967.955,633.007,30.142,10.132,8.420,88.399,33
49,4,2.944,273,279,1048.000,772.000,1048.001,771.995,5.657,2.257,2.257,0.000,33
50,136,23.290,556,651,227.772,103.037,227.783,103.078,45.113,14.807,11.695,94.259,34
51,23,8.315,192,220,494.022,358.239,493.972,358.222,17.314,6.310,4.641,177.633,34
52,59,30.310,561,667,964.788,615.873,964.796,615.959,28.142,10.031,7.489,151.575,34
53,56,33.348,530,655,949.464,619.429,949.510,619.517,26.728,9.661,7.380,78.874,34
54,80,17.948,716,781,962.875,629.825,962.880,629.833,32.042,10.303,9.887,7.798,34
55,29,13.294,239,283,1042.224,775.845,1042.227,775.775,18.728,6.548,5.639,125.450,34
56,147,17.628,579,642,233.527,107.493,233.529,107.480,46.284,15.331,12.208,50.223,35
57,92,39.518,476,628,945.207,620.141,945.311,620.246,35.213,11.464,10.218,32.327,35
58,82,27.038,681,792,967.000,628.927,967.008,628.970,32.971,11.636,8.972,157.043,35
59,98,42.024,634,800,986.459,633.541,986.379,633.597,35.213,11.286,11.056,45.000,35
60,10,6.620,573,592,989.000,665.500,988.997,665.493,13.314,4.910,2.593,63.435,35
61,18,8.917,200,228,1059.222,783.111,1059.210,783.077,15.314,5.698,4.022,12.236,35
62,4,1.258,428,431,554.750,955.000,554.750,955.002,9.657,3.969,1.283,107.609,35
63,176,20.884,573,658,235.631,116.915,235.596,116.882,51.113,16.742,13.385,38.853,36
64,314,68.829,564,884,959.328,628.293,959.893,628.561,97.397,33.643,11.884,167.881,36
65,32,15.324,577,627,987.094,666.000,987.076,665.966,20.971,7.374,5.525,89.430,36
66,4,2.363,179,184,475.750,730.250,475.746,730.257,7.657,3.192,1.596,71.565,36
67,23,10.189,214,248,1067.500,777.500,1067.482,777.456,16.485,5.934,4.935,45.001,36
68,65,21.965,390,469,541.223,939.869,541.242,939.983,28.971,10.293,8.040,105.427,36
69,23,12.041,424,461,555.674,971.109,555.641,971.069,19.556,7.912,3.701,128.201,36
70,152,18.849,544,619,235.368,125.099,235.330,125.033,49.113,15.303,12.647,165.309,37
71,346,56.559,679,923,963.176,637.136,963.384,637.167,104.711,35.979,12.244,25.119,37
72,28,12.176,622,664,964.786,667.607,964.795,667.587,18.728,6.826,5.223,13.427,37
73,19,10.729,212,248,1068.079,775.553,1068.042,775.508,16.142,5.373,4.503,139.415,37
74,27,7.435,427,451,529.426,946.907,529.441,946.915,19.556,8.028,4.282,34.494,37
75,3,4.163,426,434,561.833,959.833,561.830,959.836,5.657,2.365,1.615,45.000,37
76,103,12.478,485,540,234.694,122.422,234.684,122.393,45.698,13.772,9.522,1.356,38
77,246,55.263,601,820,971.037,630.211,970.956,630.510,67.355,25.098,12.480,78.627,38
78,112,38.597,648,789,956.589,643.161,956.689,643.156,38.042,12.705,11.224,136.370,38
79,43,19.272,454,525,961.547,676.663,961.569,676.599,23.556,7.930,6.904,59.282,38
80,119,15.750,475,543,233.601,125.357,233.636,125.286,50.284,16.052,9.439,35.028,39
81,377,55.379,598,841,966.598,632.853,966.556,633.133,107.397,34.777,13.803,51.221,39
82,51,17.614,492,558,970.853,674.755,970.850,674.705,24.971,8.444,7.690,34.709,39
83,9,4.873,255,268,1054.611,770.167,1054.610,770.151,10.485,3.919,2.924,110.301,39
84,97,12.435,488,550,235.737,122.510,235.751,122.459,56.184,13.409,9.211,54.692,40
85,263,59.686,616,865,967.241,629.226,967.266,629.592,71.255,25.086,13.348,100.442,40
86,128,43.404,654,827,956.070,647.461,956.211,647.440,41.698,14.016,11.628,176.201,40
87,39,16.753,632,688,970.526,657.244,970.504,657.215,22.142,7.387,6.722,24.188,40
88,9,2.958,281,290,1065.167,752.389,1065.160,752.393,10.485,3.919,2.924,20.301,40
89,27,8.753,503,532,230.389,121.426,230.406,121.406,22.142,8.426,4.080,73.708,41
90,20,6.830,498,521,239.300,124.500,239.297,124.490,18.971,7.980,3.191,54.754,41
91,282,58.874,606,839,966.613,629.894,966.621,630.296,71.941,26.255,13.676,92.735,41
92,148,43.803,645,811,955.642,649.034,955.824,648.977,44.042,15.117,12.465,6.535,41
93,14,13.443,648,694,967.857,656.643,967.842,656.629,13.899,4.873,3.658,172.427,41
94,45,8.961,514,549,233.678,119.678,233.676,119.700,32.627,12.889,4.445,50.383,42
95,45,17.015,463,527,236.678,130.322,236.673,130.269,26.971,9.075,6.314,22.983,42
96,3,4.583,315,324,595.167,579.167,595.163,579.172,5.657,2.365,1.615,45.000,42
97,291,61.733,597,850,965.716,627.957,965.773,628.413,75.841,26.099,14.196,102.815,42
98,140,41.306,636,800,954.129,647.114,954.293,647.076,43.456,14.521,12.276,1.836,42
99,3,8.021,701,717,968.500,650.500,968.492,650.500,6.243,3.385,1.128,0.000,42
100,2,3.536,252,257,1070.000,765.500,1069.995,765.500,4.243,2.257,1.128,0.000,42
101,156,22.417,480,572,235.821,125.468,235.792,125.314,69.012,19.015,10.446,88.130,43
102,6,2.966,350,358,596.000,587.500,595.998,587.504,7.657,3.385,2.257,90.000,43
103,261,70.109,547,818,974.642,624.822,974.536,625.424,86.569,23.994,13.850,84.288,43
104,127,40.822,630,788,956.248,640.114,956.418,640.179,41.698,15.238,10.612,142.163,43
105,23,17.473,681,738,970.413,649.152,970.404,649.117,17.314,6.231,4.700,92.933,43
106,12,3.271,293,302,1050.000,763.000,1050.003,762.996,11.314,3.909,3.909,0.000,43
107,68,14.380,500,552,234.162,119.294,234.162,119.319,30.971,11.139,7.772,156.026,44
108,86,20.144,443,514,237.233,131.174,237.214,131.116,38.042,14.653,7.473,18.919,44
109,150,41.806,554,704,985.607,626.993,985.541,627.132,50.527,18.270,10.453,132.266,44
110,110,34.739,604,733,957.455,634.582,957.563,634.691,39.213,13.219,10.595,118.712,44
111,69,18.705,692,772,977.109,638.717,977.072,638.691,30.142,10.872,8.081,161.054,44
112,6,9.026,647,670,962.000,650.500,962.001,650.490,7.657,3.385,2.257,90.000,44
113,11,2.948,299,308,1053.318,749.955,1053.315,749.953,11.899,4.507,3.107,131.028,44
114,67,18.581,527,591,230.993,121.739,231.023,121.740,30.142,10.962,7.782,67.793,45
115,92,23.460,448,545,240.196,129.022,240.192,128.922,42.527,15.765,7.430,57.421,45
116,17,3.389,382,393,584.088,586.618,584.091,586.626,13.899,5.229,4.140,105.172,45
117,184,49.827,566,750,980.397,624.087,980.295,624.342,59.598,15.893,14.740,83.802,45
118,68,24.949,664,747,958.000,641.279,958.086,641.277,39.456,10.638,8.139,34.481,45
119,198,36.549,444,592,235.717,126.485,235.526,126.219,76.669,21.279,11.847,131.230,46
120,26,8.225,331,361,593.000,576.654,592.983,576.674,20.971,7.418,4.463,164.165,46
121,140,38.208,612,751,979.486,626.343,979.420,626.429,48.870,18.217,9.785,154.202,46
122,50,11.654,770,811,970.880,639.240,970.888,639.250,27.799,9.716,6.552,14.837,46
123,53,17.230,682,747,956.840,647.349,956.876,647.326,33.213,10.005,6.744,88.631,46
124,20,5.281,306,325,1051.000,759.000,1051.003,758.988,15.314,6.045,4.213,90.000,46
125,185,33.619,444,584,236.197,125.970,236.043,125.727,74.669,19.514,12.071,131.721,47
126,59,19.191,306,379,598.517,579.127,598.452,579.215,27.799,9.008,8.339,82.636,47
127,127,31.956,611,730,969.980,624.240,969.937,624.317,49.113,19.148,8.445,6.075,47
128,41,11.539,731,769,972.988,637.012,972.957,637.014,26.142,9.137,5.714,9.064,47
129,6,5.060,682,694,962.500,656.667,962.500,656.663,8.485,3.718,2.055,143.130,47
130,23,4.689,290,306,1067.587,752.109,1067.572,752.097,16.728,6.569,4.458,123.306,47
131,77,17.845,516,581,231.305,121.864,231.337,121.858,34.627,12.125,8.086,81.328,48
132,98,33.036,426,548,239.622,129.265,239.653,129.088,41.456,16.898,7.384,59.728,48
133,52,7.304,398,426,580.885,589.846,580.901,589.861,26.142,8.155,8.119,36.870,48
134,127,34.815,590,722,972.043,623.350,971.952,623.447,47.456,17.935,9.016,6.364,48
135,90,14.287,737,797,971.633,640.244,971.629,640.251,37.456,12.964,8.839,163.631,48
136,11,9.287,683,714,962.227,653.227,962.233,653.219,11.899,4.337,3.229,135.000,48
137,27,5.542,293,313,1066.648,755.278,1066.632,755.274,18.142,6.236,5.513,27.215,48
138,75,21.101,520,597,231.060,120.393,231.088,120.411,32.284,10.361,9.216,55.285,49
139,111,31.668,426,554,239.383,128.860,239.422,128.703,45.113,18.128,7.796,57.137,49
140,64,14.627,359,414,589.141,579.484,589.064,579.555,32.042,13.081,6.229,36.576,49
141,126,32.977,569,704,964.865,620.921,964.800,621.040,47.698,18.354,8.741,22.667,49
142,50,16.786,723,786,969.000,636.860,968.955,636.897,28.627,12.129,5.249,38.156,49
143,42,24.006,686,760,961.595,649.429,961.677,649.363,28.870,12.349,4.331,36.281,49
144,2,4.243,744,750,969.000,645.500,968.998,645.500,4.243,2.257,1.128,0.000,49
145,22,5.371,301,319,1065.545,755.591,1065.537,755.590,16.485,6.006,4.664,40.583,49
146,88,21.445,504,585,230.841,121.773,230.899,121.751,35.113,12.437,9.009,46.628,50
147,95,31.936,432,552,239.195,128.805,239.186,128.671,39.456,15.059,8.032,60.770,50
148,1,0.000,387,387,591.500,581.500,591.500,581.500,2.828,1.128,1.128,0.000,50
149,70,10.282,398,440,583.143,586.243,583.175,586.263,31.456,10.098,8.826,5.431,50
150,117,29.427,582,690,973.859,622.201,973.774,622.267,45.456,18.758,7.941,1.379,50
151,79,14.858,712,774,969.930,638.551,969.908,638.564,38.042,15.293,6.577,177.728,50
152,6,4.412,737,749,965.667,646.333,965.669,646.330,8.485,3.140,2.433,45.000,50
153,21,4.857,291,307,1067.690,757.357,1067.677,757.353,15.899,5.328,5.018,69.699,50
154,76,20.883,506,583,230.605,121.934,230.652,121.937,30.627,10.239,9.451,47.862,51
155,115,31.494,416,533,238.822,129.404,238.861,129.227,47.941,18.100,8.089,56.396,51
156,98,17.902,368,441,575.031,588.939,575.149,588.946,40.627,15.159,8.231,11.413,51
157,103,32.126,514,641,975.539,617.325,975.406,617.418,43.213,17.371,7.549,9.286,51
158,98,11.785,712,759,970.582,636.867,970.587,636.865,40.284,14.965,8.338,60.356,51
159,18,14.889,646,697,980.889,633.056,980.861,633.069,15.899,5.798,3.953,37.502,51
160,23,4.378,308,324,1056.239,754.543,1056.231,754.540,17.314,6.622,4.423,26.961,51
161,199,36.401,407,557,235.701,125.796,235.538,125.535,72.426,19.291,13.134,135.666,52
162,52,8.983,391,430,578.827,591.673,578.859,591.671,29.213,10.062,6.580,26.327,52
163,1,0.000,338,338,602.500,599.500,602.500,599.500,2.828,1.128,1.128,0.000,52
164,18,17.202,458,517,976.444,612.056,976.431,612.085,15.899,5.758,3.981,166.890,52
165,26,22.765,547,622,967.154,618.269,967.153,618.339,19.314,7.472,4.430,79.667,52
166,101,22.204,625,723,972.332,630.896,972.265,630.933,44.870,15.038,8.551,30.908,52
167,26,5.049,296,313,1050.423,757.692,1050.424,757.679,18.142,6.563,5.044,127.053,52
168,84,18.761,479,551,231.214,122.167,231.250,122.174,34.042,10.699,9.996,158.142,53
169,98,30.876,395,506,238.898,129.541,238.918,129.373,40.042,16.243,7.682,57.335,53
170,48,6.409,384,405,579.375,585.333,579.380,585.339,34.042,12.870,4.749,25.740,53
171,4,3.464,313,319,606.000,601.000,605.995,601.000,5.657,2.257,2.257,0.000,53
172,32,23.122,495,577,977.469,616.656,977.421,616.707,21.556,7.946,5.128,15.367,53
173,14,15.578,581,630,972.000,622.500,972.018,622.530,13.314,5.862,3.041,126.770,53
174,85,13.582,652,709,972.806,634.818,972.794,634.819,38.385,12.749,8.489,7.444,53
175,32,7.654,257,286,1060.781,736.875,1060.757,736.901,20.142,7.292,5.588,26.864,53
176,203,38.272,392,555,235.234,126.387,235.071,126.102,78.669,18.232,14.176,132.706,54
177,33,8.255,358,389,574.621,583.955,574.663,583.949,23.556,9.766,4.302,24.672,54
178,56,25.867,520,623,973.571,621.000,973.497,621.069,31.213,12.030,5.927,16.173,54
179,79,13.164,669,720,967.778,637.766,967.783,637.768,32.627,11.910,8.445,5.971,54
180,38,5.898,293,315,1056.737,743.342,1056.743,743.356,22.142,8.367,5.782,137.514,54
181,205,36.456,385,555,235.915,125.124,235.741,124.874,71.841,19.386,13.464,131.396,55
182,25,15.691,528,582,974.260,619.100,974.232,619.128,20.728,7.567,4.207,13.479,55
183,65,12.778,654,702,967.977,634.038,967.989,634.045,29.556,10.008,8.269,21.785,55
184,13,3.573,280,291,1065.500,748.500,1065.493,748.508,12.485,5.359,3.089,75.128,55
185,208,36.136,399,566,235.947,125.779,235.786,125.542,59.598,19.913,13.300,130.606,56
186,40,15.718,582,640,966.075,624.475,966.062,624.514,24.385,10.077,5.054,32.181,56
187,62,13.864,660,715,971.516,640.419,971.468,640.441,36.627,12.403,6.365,25.582,56
188,29,4.170,301,317,1058.466,750.603,1058.461,750.609,20.142,7.976,4.629,60.805,56
189,192,33.750,392,538,236.297,124.766,236.143,124.534,62.770,19.570,12.492,133.873,57
190,1,0.000,539,539,981.500,622.500,981.500,622.500,2.828,1.128,1.128,0.000,57
191,37,13.124,572,617,974.662,625.743,974.641,625.770,23.556,9.358,5.034,16.652,57
192,74,12.055,637,692,975.081,640.446,975.057,640.436,32.385,11.788,7.993,160.150,57
193,12,3.393,279,290,1062.167,741.000,1062.161,741.009,11.899,4.424,3.454,37.238,57
194,198,34.927,392,543,236.343,126.106,236.213,125.843,72.083,18.416,13.689,131.122,58
195,60,17.634,584,646,974.133,628.667,974.096,628.705,30.385,11.939,6.399,8.680,58
196,47,9.704,660,694,969.266,643.032,969.282,643.031,24.971,9.018,6.636,7.652,58
197,2,4.950,641,648,978.000,643.500,977.997,643.500,4.243,2.257,1.128,0.000,58
198,20,5.780,257,275,1071.750,750.250,1071.726,750.253,15.314,5.142,4.953,135.000,58
199,213,34.881,394,556,236.087,125.594,235.955,125.351,56.527,19.564,13.863,121.208,59
200,59,17.657,612,675,980.856,633.839,980.839,633.870,28.627,11.089,6.774,129.855,59
201,38,9.076,663,693,966.132,641.737,966.153,641.739,24.385,7.744,6.248,6.716,59
202,40,10.738,241,278,1068.500,737.825,1068.461,737.867,22.971,7.566,6.732,108.000,59
203,207,38.208,386,559,235.872,125.524,235.751,125.243,57.355,19.410,13.578,121.984,60
204,79,23.226,595,680,980.399,632.158,980.347,632.221,32.385,10.492,9.587,56.833,60
205,32,8.452,663,690,966.125,637.156,966.135,637.167,19.899,6.492,6.276,159.392,60
206,28,7.040,272,296,1061.893,740.000,1061.868,740.022,18.728,7.098,5.023,41.404,60
207,200,37.696,383,547,236.335,124.610,236.210,124.326,58.770,19.401,13.126,120.315,61
208,26,8.153,640,669,966.231,635.577,966.238,635.593,21.556,6.420,5.157,64.626,61
209,59,18.479,620,688,981.195,637.788,981.160,637.819,27.556,9.290,8.087,91.572,61
210,35,8.071,273,299,1066.814,740.614,1066.795,740.633,20.971,7.363,6.052,132.108,61
211,206,36.780,390,555,235.942,125.825,235.785,125.579,56.284,19.504,13.448,130.160,62
212,8,10.960,629,661,963.500,633.000,963.514,633.017,12.485,4.621,2.204,130.269,62
213,4,4.992,660,670,969.000,634.000,969.001,634.003,5.657,2.257,2.257,0.000,62
214,68,20.206,625,699,979.912,638.603,979.859,638.627,29.213,9.712,8.915,19.194,62
215,4,2.500,671,677,967.000,642.000,967.001,641.999,5.657,2.257,2.257,0.000,62
216,39,8.518,279,308,1068.064,746.064,1068.043,746.086,22.142,8.198,6.057,103.005,62
217,57,12.035,374,418,232.061,122.465,232.090,122.465,26.971,9.252,7.844,85.451,63
218,66,23.334,302,385,239.348,128.515,239.419,128.281,38.627,15.487,5.426,67.147,63
219,17,6.210,495,514,979.912,641.382,979.901,641.384,13.899,5.229,4.140,105.172,63
