 ,Area,StdDev,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Slice
49,75,13.939,483,544,753.713,458.060,753.740,458.076,36.042,13.691,6.975,161.196,48
50,91,16.969,478,549,753.005,458.610,753.047,458.637,38.870,15.513,7.469,151.428,49
51,77,14.852,476,539,752.656,458.292,752.704,458.316,38.870,15.197,6.451,157.244,50
52,72,14.666,482,542,753.000,459.278,753.023,459.295,37.698,14.475,6.333,148.776,51
53,67,14.329,465,522,752.843,459.858,752.881,459.885,32.042,13.571,6.286,148.199,52
54,44,15.833,440,499,750.682,458.318,750.731,458.355,24.971,10.264,5.458,135.000,53
55,22,6.172,459,480,759.864,460.500,759.847,460.502,16.728,6.656,4.209,31.656,53
56,71,14.222,455,515,754.331,459.852,754.356,459.857,34.385,14.461,6.251,161.019,54
57,69,11.592,437,488,753.790,459.862,753.817,459.877,36.627,14.346,6.124,156.234,55
58,77,14.220,447,505,754.045,459.838,754.099,459.865,37.456,16.008,6.124,159.616,56
59,76,13.095,439,498,754.368,459.105,754.390,459.126,40.870,15.230,6.354,162.399,57
60,72,10.920,438,488,754.931,459.944,754.947,459.953,38.042,15.211,6.027,165.058,58
61,82,12.718,454,507,755.415,458.756,755.407,458.774,41.113,15.610,6.688,173.689,59
62,79,14.367,438,498,754.576,459.361,754.637,459.390,38.627,16.439,6.119,161.693,60
63,74,10.275,446,493,754.446,458.959,754.470,458.966,35.213,14.122,6.672,162.727,61
64,89,18.298,441,512,753.927,458.983,754.003,459.030,39.456,16.354,6.929,152.152,62
65,1,0.000,447,447,765.500,457.500,765.500,457.500,2.828,1.128,1.128,0.000,62
66,45,10.530,342,383,752.744,458.967,752.795,458.992,28.385,11.087,5.168,159.725,63
